Employee_Name,EmpID,State,Zip,DOB,DateofHire,DateofTermination,Age,PayRate,Position,Sex,Sexual_Orientation,LGBTQ,Indigenous,Ethnicity,Disability,Minority,Veteran,EmploymentStatus,Department,RecruitmentSource,PerformanceScore,Attrition,DistanceFromHome,JobInvolvement,JobSatisfaction,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PercentageSalaryHike,TotalWorkingYear
sdv-id-bUqCyQ,154678800,Kentucky,4133,02/18/1987,2004-02-26,Present,18,128.51,Production Technician I,Male,Heterosexual,No,No,White,No,Yes,Prefer not to say,Active,Production       ,Monster.com,Fully Meets,No,23.34,8,1,Yes,11,8,3,80,1,0,3,7,1,2,0,0.0,5.38,24
sdv-id-cQyagF,919515363,Nevada,3526,08/17/1992,2021-05-26,2023-04-29,28,91.47,Production Technician I,Male,Prefer not to say,No,No,White,No,No,No,Leave of Absence,Production       ,Website Banner Ads,Fully Meets,Yes,21.46,6,6,No,24,9,1,80,0,0,4,9,5,3,2,1.0,21.52,21
sdv-id-ALYHWZ,5475069728,Illinois,5529,12/15/1976,2002-12-06,2021-08-23,46,68.01,Production Manager,Male,Homosexual,No,No,Asian,No,No,No,Active,Production       ,Indeed,Fully Meets,No,27.44,8,9,No,14,5,1,80,1,4,3,7,2,2,0,1.0,10.7,13
sdv-id-eyFKRa,453170027,Arkansas,98052,07/06/1981,2002-03-25,2007-07-29,28,125.57,Production Technician I,Female,Heterosexual,No,No,White,No,Yes,No,Active,Production       ,Internet Search,PIP,No,38.23,10,3,No,15,6,4,80,1,0,2,8,6,5,0,2.0,10.6,14
sdv-id-ShHsVz,248232076,Hawaii,1013,10/28/1987,2008-02-09,2010-01-11,59,67.57,Production Technician I,Male,Heterosexual,No,No,White,Yes,No,No,Voluntarily Terminated,IT/IS,Vendor Referral,Fully Meets,No,35.83,7,3,No,11,8,5,80,2,0,2,6,3,0,0,0.0,21.99,12
sdv-id-biKfzw,785745284,Delaware,98052,03/20/1991,2019-12-25,2023-01-30,59,139.04,Production Manager,Female,Heterosexual,No,No,White,No,No,Yes,Active,Production       ,Search Engine - Google Bing Yahoo,Fully Meets,No,5.22,4,7,No,14,1,7,80,1,4,2,3,6,2,2,1.0,10.53,21
sdv-id-WGuhxe,7285559637,Oklahoma,5198,03/28/1971,2012-10-02,2022-11-18,48,83.71,Production Technician II,Male,Heterosexual,No,No,White,No,No,No,Active,Production       ,Search Engine - Google Bing Yahoo,Fully Meets,No,3.45,4,7,No,21,2,6,80,0,3,3,1,0,5,0,1.0,21.54,18
sdv-id-ZXKiDY,368406244,Missouri,4496,07/20/1975,2009-12-17,Present,49,139.19,Database Administrator,Male,Heterosexual,No,No,White,No,Yes,No,Voluntarily Terminated,Production       ,Information Session,Fully Meets,Yes,38.84,9,9,No,18,9,10,80,0,1,2,8,0,0,1,,19.58,1
sdv-id-dHQsvD,9885323598,Colorado,3040,07/18/1986,2021-12-10,Present,31,117.63,Production Manager,Female,Prefer not to say,No,No,Middle Eastern,Yes,No,No,Voluntarily Terminated,IT/IS,Social Networks - Facebook Twitter etc,Fully Meets,No,37.1,9,1,No,22,7,5,80,1,2,4,8,0,3,0,2.0,5.03,4
sdv-id-PuHsgX,311798258,New Mexico,5009,05/21/1976,2007-12-05,2010-04-13,55,93.59,Area Sales Manager,Female,Prefer not to say,No,No,White,No,No,No,Active,Production       ,Employee Referral,Fully Meets,No,41.7,7,2,No,11,2,10,80,0,0,4,2,4,2,0,2.0,3.98,19
sdv-id-YDqKPd,960506197,Alaska,2879,06/18/1988,2004-02-08,2019-11-15,39,51.28,Production Technician I,Prefer not to say,Heterosexual,Yes,No,White,No,No,No,Active,Production       ,Search Engine - Google Bing Yahoo,Needs Improvement,No,22.43,7,5,Yes,11,4,2,80,0,4,3,5,2,0,0,2.0,8.53,20
sdv-id-Rdgprx,4294832817,Georgia,3024,11/14/1987,2022-09-12,Present,46,20.11,Production Technician II,Male,Heterosexual,No,No,Prefer not to say,No,No,No,Active,Production       ,Glassdoor,Fully Meets,No,40.79,6,4,No,19,1,5,80,1,0,6,1,0,4,0,0.0,14.94,6
sdv-id-sFWZHa,8586158895,Wyoming,4240,08/09/1985,2005-10-26,Present,23,38.87,Production Technician II,Female,Heterosexual,No,No,Latin,No,Yes,Yes,Terminated for Cause,Production       ,Search Engine - Google Bing Yahoo,Exceeds,No,38.73,7,3,No,12,2,9,80,1,4,5,2,0,2,0,0.0,23.93,23
sdv-id-BHmISn,953739310,North Carolina,1013,09/15/1982,2009-06-27,2023-07-13,60,64.98,Production Technician II,Male,Heterosexual,No,No,Asian,No,No,No,Voluntarily Terminated,Software Engineering,Professional Society,Fully Meets,No,48.89,7,7,Yes,11,1,4,80,0,3,2,3,2,4,2,0.0,19.99,2
sdv-id-yjDida,615998988,California,5459,08/17/1992,2003-01-03,2017-05-20,48,132.55,Production Technician I,Male,Prefer not to say,No,No,White,Yes,Yes,No,Voluntarily Terminated,Production       ,Search Engine - Google Bing Yahoo,Fully Meets,No,6.91,10,9,No,11,9,1,80,1,0,1,8,0,2,0,2.0,14.1,10
sdv-id-BDmsot,8418860235,Montana,1013,02/19/1985,2021-06-05,Present,35,26.27,Area Sales Manager,Male,Other,Yes,No,Other,Yes,No,No,Voluntarily Terminated,Production       ,Professional Society,Fully Meets,No,8.22,6,6,No,13,7,9,80,1,7,4,8,4,0,2,2.0,3.47,22
sdv-id-JqqbQU,108627604,Utah,2934,06/22/1990,2001-06-15,2003-03-14,27,93.89,Production Technician I,Male,Homosexual,No,No,Prefer not to say,No,No,Yes,Voluntarily Terminated,Production       ,Indeed,Needs Improvement,No,44.27,9,7,No,18,6,9,80,0,3,0,5,4,0,0,2.0,20.77,17
sdv-id-mEcshw,367796836,Louisiana,5786,01/23/1987,2004-11-09,Present,56,32.39,Production Technician II,Female,Heterosexual,No,No,Asian,Yes,No,No,Voluntarily Terminated,Production       ,Glassdoor,Fully Meets,No,5.83,4,10,No,11,6,1,80,1,4,3,6,2,1,0,1.0,18.29,9
sdv-id-oeKpmM,597561331,Alaska,4450,09/18/1984,2008-09-14,2014-08-13,53,46.85,Production Technician II,Female,Heterosexual,No,No,White,No,No,No,Active,Sales,Search Engine - Google Bing Yahoo,Fully Meets,No,48.11,2,1,No,11,3,8,80,1,0,5,1,2,2,2,7.0,22.84,3
sdv-id-SKOSEn,3518053311,Minnesota,4179,01/22/1981,2021-08-31,Present,33,45.45,Production Technician I,Female,Heterosexual,No,No,White,No,No,No,Active,Production       ,Employee Referral,Fully Meets,No,8.82,8,10,No,13,1,7,80,1,5,2,1,3,2,0,2.0,26.91,2
sdv-id-Npdpgs,8483106825,Vermont,6388,05/15/1990,2021-04-20,Present,28,105.96,Production Technician I,Male,Heterosexual,No,No,White,No,No,No,Terminated for Cause,Production       ,Monster.com,Fully Meets,No,37.7,2,4,No,11,8,4,80,1,5,2,8,2,1,1,0.0,9.17,33
sdv-id-TboQCF,146711859,Pennsylvania,3108,04/09/1991,2020-12-21,2022-03-24,24,133.32,Area Sales Manager,Male,Heterosexual,No,No,White,No,Yes,No,Voluntarily Terminated,Production       ,Diversity Job Fair,Fully Meets,No,15.8,6,6,No,14,7,1,80,1,3,6,5,1,4,2,5.0,25.17,23
sdv-id-jvjQmu,824634337,Kansas,4648,02/14/1976,2007-09-09,Present,33,120.04,Production Technician I,Female,Heterosexual,Prefer not to say,No,Asian,Yes,No,No,Terminated for Cause,Production       ,Pay Per Click - Google,Fully Meets,No,16.04,10,9,No,11,5,3,80,0,6,1,3,5,0,1,0.0,14.23,10
sdv-id-OgYraA,4298254262,Michigan,1013,11/29/1980,2014-10-13,Present,20,61.92,Production Technician I,Male,Homosexual,No,No,White,No,Yes,No,Active,Production       ,Indeed,Needs Improvement,Yes,47.58,9,5,No,14,5,9,80,0,3,3,4,4,6,2,,13.47,20
sdv-id-XeeKUY,5688951590,North Carolina,4673,06/23/1983,2008-04-15,2019-04-20,19,67.45,Production Technician II,Female,Prefer not to say,Prefer not to say,No,White,Yes,No,Yes,Active,Admin Offices,Billboard,Fully Meets,No,1.45,7,2,No,11,10,4,80,0,3,2,8,0,5,0,8.0,29.47,7
sdv-id-AGYlLg,196931531,Nevada,1013,06/02/1982,2002-09-18,Present,27,112.67,Software Engineer,Transgender,Heterosexual,No,No,Asian,No,No,No,Voluntarily Terminated,Production       ,Website Banner Ads,Fully Meets,No,18.5,4,4,Yes,14,5,2,80,0,1,6,4,4,2,0,2.0,3.14,34
sdv-id-OxRFHy,5800843820,New Jersey,1013,07/01/1983,2004-03-11,2004-06-08,21,64.26,Production Manager,Female,Heterosexual,Prefer not to say,No,White,Yes,No,No,Voluntarily Terminated,Sales,Pay Per Click - Google,Fully Meets,No,19.36,6,4,No,18,7,8,80,0,0,3,4,0,5,0,0.0,7.24,0
sdv-id-MMCuYd,6313049126,Kansas,98052,08/11/1983,2019-12-10,Present,32,45.67,Production Technician II,Male,Heterosexual,No,No,White,No,Yes,No,Active,Production       ,Pay Per Click - Google,Exceeds,No,6.13,7,8,No,25,5,7,80,1,3,3,2,11,0,0,2.0,26.34,13
sdv-id-eJqtOG,704622255,Hawaii,1959,08/17/1992,2014-04-23,2017-07-15,20,113.07,Production Technician I,Female,Prefer not to say,Prefer not to say,No,Asian,Yes,Yes,No,Leave of Absence,Production       ,Indeed,Exceeds,No,33.32,3,6,No,15,8,3,80,1,0,5,10,6,1,0,8.0,3.03,23
sdv-id-Zacagh,1347927754,Illinois,6099,09/05/1975,2000-02-22,Present,23,129.39,Production Technician I,Female,Prefer not to say,No,Yes,Asian,No,No,No,Voluntarily Terminated,Sales,Social Networks - Facebook Twitter etc,Needs Improvement,No,6.63,10,6,No,11,2,1,80,1,0,2,3,0,10,0,2.0,19.48,16
sdv-id-HnOydW,8355715097,Wisconsin,2966,09/25/1972,2015-12-11,Present,42,138.99,Production Technician I,Male,Heterosexual,No,No,Asian,No,No,No,Active,Production       ,Glassdoor,Fully Meets,No,3.03,3,6,Yes,11,10,8,80,0,3,3,8,2,4,0,0.0,7.57,9
sdv-id-RGfhKl,4819210028,Arkansas,1013,10/01/1978,2007-12-02,Present,42,32.36,Production Technician II,Female,Homosexual,No,No,White,Yes,No,No,Voluntarily Terminated,IT/IS,Monster.com,Fully Meets,No,8.74,4,5,No,19,10,4,80,0,3,3,10,3,4,1,0.0,15.86,13
sdv-id-kGKcjw,296675249,Georgia,5477,12/16/1966,2001-12-14,Present,58,147.13,Area Sales Manager,Female,Heterosexual,No,No,White,Prefer not to say,No,No,Voluntarily Terminated,Production       ,Employee Referral,Fully Meets,No,45.86,4,10,No,16,7,8,80,2,0,3,8,0,2,0,2.0,9.39,26
sdv-id-YGzaIo,212006672,Minnesota,64135,01/06/1976,2013-10-22,2015-01-23,37,109.66,Sr. Network Engineer,Male,Prefer not to say,No,No,White,No,No,No,Voluntarily Terminated,Production       ,Monster.com,Fully Meets,No,40.44,3,5,No,11,6,5,80,0,3,2,7,4,1,1,1.0,9.29,1
sdv-id-VVBuwH,998535879,Missouri,1013,01/31/1968,2007-10-03,Present,42,92.33,Area Sales Manager,Male,Heterosexual,No,No,White,No,No,No,Voluntarily Terminated,Production       ,Billboard,Fully Meets,No,24.35,2,10,No,11,7,2,80,1,0,2,5,3,2,0,1.0,19.94,8
sdv-id-Pgdocg,870125682,New York,5002,01/02/1951,2000-08-13,Present,29,136.37,Area Sales Manager,Female,Heterosexual,No,No,Asian,No,No,Yes,Voluntarily Terminated,Sales,Social Networks - Facebook Twitter etc,Fully Meets,Yes,5.64,4,7,No,18,4,2,80,2,0,3,4,4,1,1,1.0,4.73,31
sdv-id-NzkOYg,432817565,California,5014,08/14/1966,2013-12-16,Present,30,35.39,Production Technician I,Prefer not to say,Heterosexual,No,No,White,No,No,Yes,Active,Sales,MBTA ads,Fully Meets,No,25.54,3,6,No,21,10,5,80,2,0,2,9,10,3,0,1.0,17.05,28
sdv-id-GjqbfR,1522525184,Washington,3909,01/17/1991,2012-08-19,Present,53,137.19,Area Sales Manager,Male,Heterosexual,No,Yes,White,No,No,No,Active,Sales,Pay Per Click - Google,Fully Meets,No,24.4,3,9,No,25,1,5,80,1,3,6,3,11,1,1,2.0,17.86,0
sdv-id-aQCWfz,7139518891,New Jersey,2945,05/04/1991,2022-03-02,Present,36,79.31,Production Technician II,Female,Heterosexual,No,No,White,No,No,No,Active,Production       ,Search Engine - Google Bing Yahoo,Fully Meets,Yes,12.1,1,2,No,20,4,3,80,3,8,3,3,5,4,1,5.0,10.56,5
sdv-id-KgaATj,851499341,Maine,2529,11/19/1976,2001-06-23,2021-01-20,21,90.31,Sales Manager,Female,Homosexual,No,No,White,No,No,No,Active,Production       ,Monster.com,Fully Meets,No,1.44,9,10,No,11,8,5,80,2,5,2,7,3,3,0,1.0,21.86,7
sdv-id-tAtEbO,8131907421,West Virginia,3177,08/17/1992,2021-09-14,Present,34,18.69,Production Technician I,Male,Heterosexual,No,No,Black,No,Yes,No,Voluntarily Terminated,Admin Offices,Pay Per Click - Google,Fully Meets,No,41.22,6,8,Yes,11,2,5,80,0,0,2,4,1,3,0,0.0,25.33,19
sdv-id-NiGhiN,780815595,South Dakota,6321,09/08/1984,2018-08-23,2023-10-20,30,118.35,Production Technician I,Female,Heterosexual,Prefer not to say,No,Middle Eastern,No,Yes,No,Voluntarily Terminated,Sales,MBTA ads,PIP,No,8.53,7,2,No,23,5,10,80,0,2,2,3,7,6,1,1.0,27.66,24
sdv-id-hobEai,349649142,Minnesota,1013,04/13/1968,2016-01-27,2017-11-30,53,38.43,Area Sales Manager,Male,Heterosexual,No,No,White,Yes,No,Yes,Voluntarily Terminated,Sales,Professional Society,PIP,No,8.53,9,5,No,11,8,4,80,1,5,3,9,5,2,0,2.0,7.2,5
sdv-id-yIbJkp,581554297,Arkansas,1013,08/17/1992,2004-08-25,2015-08-25,22,110.17,Sr. Network Engineer,Male,Heterosexual,No,No,Asian,No,No,No,Active,Production       ,Social Networks - Facebook Twitter etc,Fully Meets,Yes,33.83,7,4,No,12,9,10,80,1,2,3,10,4,0,0,0.0,16.57,16
sdv-id-nkiNEX,6112165931,Massachusetts,98052,02/25/1970,2013-01-25,Present,23,111.36,Database Administrator,Prefer not to say,Heterosexual,Prefer not to say,Prefer not to say,White,No,No,No,Active,IT/IS,Glassdoor,Exceeds,No,22.29,2,7,No,23,9,6,80,1,6,5,10,3,1,1,1.0,3.02,40
sdv-id-YSjrYT,273918550,Mississippi,5065,03/18/1987,2004-03-30,Present,28,66.06,Production Technician II,Male,Prefer not to say,No,No,Asian,Prefer not to say,No,Yes,Terminated for Cause,Production       ,Diversity Job Fair,Fully Meets,No,19.41,10,4,Yes,13,5,6,80,1,5,3,7,5,0,2,0.0,5.81,0
sdv-id-RzDtHO,394463478,Washington,3757,01/02/1951,2009-02-16,Present,54,81.87,Production Manager,Female,Heterosexual,No,No,White,No,No,No,Active,Production       ,Internet Search,Needs Improvement,No,7.28,5,10,No,21,9,3,80,1,6,3,9,5,2,2,5.0,4.25,3
sdv-id-sOiXDf,8154957206,Kentucky,4126,01/15/1986,2015-08-18,2024-08-19,38,32.48,Area Sales Manager,Female,Heterosexual,No,No,White,No,No,No,Voluntarily Terminated,Production       ,Diversity Job Fair,Fully Meets,No,36.64,4,4,No,11,10,8,80,1,1,2,8,2,1,0,4.0,10.0,8
sdv-id-qZEkhq,943535981,Nebraska,3514,09/26/1984,2013-03-06,2023-11-22,28,88.16,Area Sales Manager,Male,Heterosexual,No,No,White,No,Yes,Yes,Active,IT/IS,On-campus Recruiting,Fully Meets,Yes,12.66,7,2,No,21,5,3,80,0,6,2,8,4,0,2,6.0,7.73,23
sdv-id-PZtiiM,7877228437,Virginia,5420,01/14/1988,2011-11-20,2022-03-26,29,84.82,Software Engineer,Female,Homosexual,No,No,White,No,No,No,Voluntarily Terminated,IT/IS,Monster.com,Fully Meets,No,21.93,4,6,No,11,9,7,80,1,0,4,9,4,2,0,0.0,20.22,21
sdv-id-BwPPnn,398870388,Maryland,5950,01/07/1980,2016-03-18,2024-10-14,24,111.43,Production Technician II,Male,Heterosexual,Yes,Yes,Black,No,No,No,Voluntarily Terminated,Sales,Employee Referral,Fully Meets,No,14.05,8,5,No,15,3,7,80,0,2,2,2,2,3,1,0.0,7.99,7
sdv-id-YbQLDP,1428280837,Idaho,3670,03/17/1988,2013-08-19,2024-10-07,44,105.32,Area Sales Manager,Prefer not to say,Heterosexual,No,Prefer not to say,Asian,No,No,No,Terminated for Cause,IT/IS,Monster.com,Fully Meets,No,8.69,3,3,No,17,8,4,80,0,3,6,8,4,8,3,5.0,21.42,6
sdv-id-XtyyVZ,8649890158,Kentucky,5888,10/20/1976,2010-10-24,2015-11-01,24,101.81,Production Technician I,Female,Heterosexual,No,No,White,No,Yes,Yes,Active,Production       ,Diversity Job Fair,Fully Meets,No,46.05,6,5,Yes,15,6,8,80,2,4,3,4,3,2,2,1.0,15.47,5
sdv-id-IBsdVP,494700557,Michigan,5679,06/13/1982,2009-09-09,2024-02-10,45,111.59,Sales Manager,Male,Homosexual,Prefer not to say,Yes,Asian,Prefer not to say,No,No,Active,Software Engineering,Employee Referral,Fully Meets,No,35.11,2,2,Yes,11,10,9,80,1,1,6,10,0,1,0,0.0,4.19,3
sdv-id-gtQfQI,3946770345,Rhode Island,5801,01/08/1988,2012-01-08,2021-09-07,30,61.54,Area Sales Manager,Female,Heterosexual,No,No,White,No,No,No,Active,Production       ,Professional Society,Fully Meets,No,44.22,7,7,No,11,2,8,80,1,0,3,4,3,0,0,0.0,6.55,28
sdv-id-tvXhng,9996355327,Arizona,1867,08/18/1979,2001-12-04,Present,40,94.61,Production Technician II,Male,Homosexual,No,No,White,Yes,No,No,Leave of Absence,Production       ,Other,Fully Meets,Yes,18.44,10,7,No,11,6,10,80,2,0,3,5,0,0,0,6.0,26.44,26
sdv-id-EqpaAY,8779698538,Iowa,1975,09/07/1985,2022-08-05,Present,21,140.25,Sr. Accountant,Female,Heterosexual,Yes,No,White,No,Yes,No,Voluntarily Terminated,Software Engineering,Monster.com,Fully Meets,No,17.79,5,10,No,18,2,3,80,3,1,2,1,0,2,2,0.0,8.23,10
sdv-id-ZMByDO,6960012392,New York,5396,05/14/1985,2000-03-27,Present,48,73.42,Production Manager,Male,Heterosexual,No,No,Asian,Yes,No,No,Active,Production       ,Professional Society,Fully Meets,No,19.13,8,8,No,11,7,10,80,0,0,3,10,2,0,0,1.0,25.69,15
sdv-id-GmztDq,4922254590,Utah,3676,01/10/1990,2012-04-11,2013-02-20,46,110.91,Production Technician I,Female,Heterosexual,Yes,No,Black,No,Yes,No,Voluntarily Terminated,Software Engineering,Diversity Job Fair,Fully Meets,No,20.21,3,4,No,15,1,10,80,1,0,1,3,0,2,2,1.0,24.68,5
sdv-id-eUiram,878812609,Virginia,2789,06/06/1965,2007-12-19,2016-04-26,56,41.47,Production Manager,Male,Heterosexual,No,No,White,No,No,No,Active,Software Engineering,Monster.com,Fully Meets,No,39.72,8,5,No,12,8,7,80,0,2,4,7,7,7,1,9.0,20.14,13
sdv-id-Hyjqbl,9761137590,Indiana,67262,08/17/1992,2009-02-11,Present,21,44.2,Area Sales Manager,Male,Heterosexual,No,No,White,No,No,No,Active,IT/IS,Employee Referral,Fully Meets,Yes,17.6,2,8,No,17,5,6,80,3,0,3,7,4,0,0,1.0,8.75,34
sdv-id-aLIwuR,9326202843,Arkansas,1013,01/16/1986,2010-01-21,Present,55,103.7,Production Technician I,Male,Heterosexual,Yes,No,White,No,No,No,Terminated for Cause,IT/IS,Vendor Referral,Fully Meets,Yes,15.65,8,8,No,14,1,2,80,0,3,3,1,3,2,1,8.0,23.21,23
sdv-id-CSJRuL,3501969475,Wyoming,4394,07/22/1986,2007-07-10,2014-11-30,60,113.33,Area Sales Manager,Female,Heterosexual,No,No,White,No,No,No,Voluntarily Terminated,Production       ,Employee Referral,Fully Meets,No,45.11,2,7,No,20,3,6,80,1,2,2,5,6,3,1,0.0,8.28,1
sdv-id-OaBTIN,9199479069,California,2160,06/21/1981,2020-09-03,Present,39,117.18,Production Technician II,Female,Heterosexual,Prefer not to say,No,Black,No,No,Yes,Active,Production       ,Pay Per Click - Google,Fully Meets,No,42.45,10,4,No,11,8,3,80,0,2,2,8,0,0,0,2.0,23.16,8
sdv-id-ePqEkp,5438600063,Minnesota,2336,01/13/1976,2016-01-28,Present,27,139.66,Network Engineer,Female,Prefer not to say,No,No,Middle Eastern,No,Yes,No,Active,Production       ,Indeed,Fully Meets,No,36.88,2,10,No,12,7,4,80,0,3,2,5,9,10,1,9.0,24.41,0
sdv-id-ZtTiLw,8682582208,Maryland,1458,09/29/1986,2011-12-17,2017-02-28,34,129.0,Production Technician I,Male,Heterosexual,Yes,No,White,Yes,No,No,Active,Production       ,Diversity Job Fair,Exceeds,No,23.52,5,6,No,11,2,9,80,1,0,1,1,4,1,3,1.0,17.98,31
sdv-id-XoHozR,5974485663,Utah,5533,09/05/1985,2010-04-15,Present,36,119.99,Production Technician I,Female,Heterosexual,No,No,White,Prefer not to say,No,Yes,Active,Production       ,Professional Society,Fully Meets,No,45.05,8,3,Yes,11,3,10,80,1,0,2,1,1,0,0,0.0,27.86,11
sdv-id-OxqWDX,9267227237,Washington,4481,12/18/1988,2018-07-19,2020-04-07,30,145.27,BI Developer,Female,Prefer not to say,Yes,No,Middle Eastern,No,No,No,Active,IT/IS,Monster.com,Fully Meets,No,35.11,7,6,No,16,1,10,80,1,4,3,1,2,5,0,4.0,21.72,24
sdv-id-shpJNu,494236823,North Dakota,3352,08/17/1992,2006-04-14,Present,51,96.65,Production Technician II,Male,Prefer not to say,No,No,White,No,Yes,No,Active,Sales,Search Engine - Google Bing Yahoo,Fully Meets,No,8.07,3,4,No,11,9,9,80,1,0,3,10,2,0,0,0.0,25.92,31
sdv-id-QkZeKz,640922007,North Dakota,3738,01/04/1982,2023-12-01,2024-07-16,35,135.22,Production Technician I,Male,Heterosexual,No,No,Asian,Yes,No,No,Active,Production       ,On-campus Recruiting,Fully Meets,No,34.39,5,5,No,11,7,6,80,2,0,4,7,7,3,0,0.0,11.45,16
sdv-id-TLChgz,822717098,Maine,1667,04/13/1990,2004-11-27,Present,41,77.42,Production Technician I,Female,Heterosexual,No,No,White,No,No,No,Active,IT/IS,Search Engine - Google Bing Yahoo,Fully Meets,No,34.76,2,5,No,11,10,7,80,1,1,3,9,3,0,0,1.0,15.92,16
sdv-id-JnXQKe,5454171161,Kansas,2090,01/22/1991,2001-11-23,2019-05-29,23,31.37,Production Technician II,Male,Heterosexual,Yes,No,White,Yes,No,No,Active,Production       ,Other,Fully Meets,No,45.98,10,7,No,22,7,5,80,0,6,3,4,0,0,0,2.0,12.78,1
sdv-id-xRsKBf,965296344,Utah,4037,08/17/1992,2013-07-08,2020-02-05,51,101.18,Area Sales Manager,Female,Heterosexual,No,No,Asian,No,No,No,Future Start,Production       ,MBTA ads,Exceeds,No,45.36,9,9,Yes,20,1,1,80,3,2,2,4,1,2,1,3.0,6.59,23
sdv-id-htDEcy,445014918,Utah,3577,03/13/1989,2013-01-13,Present,53,54.12,Production Technician I,Female,Homosexual,No,No,White,Yes,No,No,Active,Production       ,Website Banner Ads,Fully Meets,No,8.76,10,2,No,13,9,8,80,1,3,3,9,7,2,0,0.0,21.52,5
sdv-id-RICBIi,950011828,New Hampshire,2728,08/14/1975,2007-11-06,2018-07-27,24,138.7,Database Administrator,Male,Prefer not to say,No,Yes,White,Yes,No,No,Voluntarily Terminated,Production       ,Diversity Job Fair,Fully Meets,No,26.19,8,5,No,15,9,5,80,0,1,3,9,5,0,0,4.0,28.34,4
sdv-id-PuJxmX,184524705,Tennessee,1960,04/27/1971,2021-03-13,Present,46,144.26,Production Technician I,Male,Heterosexual,No,No,White,No,No,No,Voluntarily Terminated,IT/IS,Pay Per Click - Google,Fully Meets,No,25.77,8,3,No,14,10,6,80,1,0,2,10,1,0,0,0.0,12.54,18
sdv-id-DnZMsz,544301775,Texas,2614,01/22/1978,2012-07-07,2021-01-17,58,146.96,Database Administrator,Female,Heterosexual,No,No,Other,Yes,No,No,Active,IT/IS,Word of Mouth,Fully Meets,No,15.91,5,4,No,12,9,2,80,0,7,2,10,3,3,0,,13.23,1
sdv-id-KqgaXH,480225593,New Jersey,3173,01/25/1991,2022-08-18,Present,19,125.9,Administrative Assistant,Female,Heterosexual,No,No,White,Yes,No,Prefer not to say,Terminated for Cause,Production       ,Diversity Job Fair,Exceeds,No,43.77,1,4,No,14,8,10,80,3,11,4,8,5,2,1,0.0,20.0,4
sdv-id-wxNAqT,351192347,Louisiana,3290,07/29/1968,2011-04-30,Present,57,41.03,Production Technician I,Male,Heterosexual,No,No,White,No,No,No,Future Start,Sales,Professional Society,Fully Meets,No,48.59,3,6,Yes,12,9,2,80,3,0,3,9,4,2,0,4.0,26.97,14
sdv-id-aDdJeT,4712431943,Minnesota,1013,09/03/1967,2017-01-13,2019-11-10,24,121.12,Area Sales Manager,Female,Homosexual,No,No,White,Yes,No,No,Voluntarily Terminated,Sales,Vendor Referral,Fully Meets,No,10.18,3,5,No,11,3,7,80,1,0,6,1,7,0,0,2.0,28.26,24
sdv-id-XdPMhH,978967155,Maryland,2141,02/14/1991,2020-03-05,Present,34,143.65,Production Technician II,Female,Heterosexual,No,No,Asian,No,No,No,Active,IT/IS,Employee Referral,Fully Meets,No,39.47,4,9,No,25,1,5,80,1,2,4,1,7,3,0,0.0,6.45,7
sdv-id-gQbMIl,916032665,Indiana,4170,08/17/1992,2003-12-28,2005-12-06,60,95.63,Software Engineer,Male,Heterosexual,No,No,White,No,No,No,Active,Sales,MBTA ads,Exceeds,No,14.55,10,8,No,11,1,6,80,0,5,2,1,1,2,2,1.0,28.98,26
sdv-id-VMpmuZ,4911010205,Illinois,3446,01/29/1992,2020-12-15,2021-02-28,24,104.63,Production Technician I,Male,Heterosexual,No,No,Asian,No,No,No,Voluntarily Terminated,Production       ,Newspager/Magazine,Fully Meets,No,46.96,2,6,No,18,1,6,80,0,0,6,1,1,2,5,4.0,24.41,23
sdv-id-OcgMnl,385596374,New Mexico,3043,06/01/1989,2011-10-04,2023-07-11,38,18.95,Production Technician II,Female,Prefer not to say,No,No,Asian,No,No,Yes,Active,Production       ,Employee Referral,Fully Meets,No,9.48,6,5,No,11,5,2,80,3,2,0,4,0,0,2,1.0,8.82,16
sdv-id-WAvsXs,940061652,Illinois,98052,08/22/1963,2011-07-22,Present,22,145.7,Software Engineer,Female,Prefer not to say,Yes,No,Black,No,No,No,Active,Sales,Pay Per Click - Google,Fully Meets,No,27.96,5,9,No,11,2,9,80,0,0,3,3,8,1,1,0.0,15.7,12
sdv-id-rHrlJj,102715650,Wyoming,2922,02/20/1981,2004-03-20,2015-05-11,50,86.63,Production Technician I,Male,Heterosexual,No,No,White,No,No,No,Voluntarily Terminated,IT/IS,Search Engine - Google Bing Yahoo,Fully Meets,No,23.63,7,3,No,13,10,5,80,1,4,3,9,2,2,1,0.0,3.68,10
sdv-id-UOIIba,6899327952,Alabama,1013,06/20/1988,2015-02-17,Present,39,64.12,Production Technician II,Female,Heterosexual,No,No,Asian,No,Yes,No,Voluntarily Terminated,Production       ,Monster.com,Fully Meets,No,48.56,3,2,No,23,6,4,80,0,0,4,6,2,0,0,0.0,27.36,9
